"","r","Freq"
"3864","Boeing 747-400 Series 747-400D Series 747-400F Series",1
"3865","Boeing 747-400 series 747-400F series",1
"3866","Boeing 747-400 Series 757-200 Series 767-200 Series",1
"3867","Boeing 747-400 SERIES 767-200 SERIES",1
"3868","Boeing 747-400 SERIES 777-200 SERIES",1
"3869","Boeing 747-400 Series Serial Numbers: 24957",1
"3870","Boeing 747-400 Series with ST01729SE Installed",1
"3871","Boeing 747-400 Series with ST01898CH Installed",1
"3872","Boeing 747-400 series with STC ST01492SE installed",1
"3873","Boeing 747-400 series with STC ST01766SE installed",1
"3874","Boeing 747-400 series with STC ST01769SEinstalled",1
"3875","Boeing 747-400C SERIES",1
"3876","Boeing 747-400D",50
"3877","BOEING 747-400D",2
"3878","Boeing 747-400D series",4
"3879","Boeing 747-400D Series",74
"3880","Boeing 747-400D SERIES",87
"3881","BOEING 747-400D Series",2
"3882","BOEING 747-400D SERIES",25
"3883","Boeing 747-400D Series 757-200 Series",1
"3884","Boeing 747-400D.",2
"3885","Boeing 747-400DSERIES",1
"3886","Boeing 747-400ER.",2
"3887","Boeing 747-400F",28
"3888","BOEING 747-400F",2
"3889","Boeing 747-400F 747SP",1
"3890","Boeing 747-400F 747SR",1
"3891","Boeing 747-400F 757-200",2
"3892","Boeing 747-400f Series",1
"3893","Boeing 747-400F series",5
"3894","Boeing 747-400F Series",76
"3895","Boeing 747-400F SERIES",95
"3896","BOEING 747-400F Series",2
"3897","BOEING 747-400F SERIES",10
"3898","Boeing 747-400F series 757-200 series",1
"3899","Boeing 747-400F Series 757-200 Series",1
"3900","Boeing 747-400F SERIES 757-200 SERIES",1
"3901","Boeing 747-400F SERIES 767-200 SERIES",5
"3902","Boeing 747-400F SERIES 767-300 SERIES",1
"3903","Boeing 747-400Fseries",1
"3904","Boeing 747-400Series",1
"3905","Boeing 747-444 Series",1
"3906","Boeing 747-747SR",1
"3907","Boeing 747-8",1
"3908","Boeing 747-8 Series",4
"3909","Boeing 747-8 SERIES",4
"3910","BOEING 747-8 SERIES",2
"3911","Boeing 747-8F",1
"3912","Boeing 747-8F Series",2
"3913","Boeing 747-8F SERIES",3
"3914","BOEING 747-8F SERIES",3
"3915","Boeing 747-E4B Series",1
"3916","Boeing 747-SP",55
"3917","BOEING 747-SP",2
"3918","Boeing 747-SP 757-200 767-200",1
"3919","Boeing 747-SP 767-200",2
"3920","Boeing 747-SP Series",5
"3921","Boeing 747-SR",39
"3922","BOEING 747-SR",1
"3923","Boeing 747-SR 767-200",2
"3924","Boeing 747-SR Series",2
"3925","Boeing 747 - SP",1
"3926","Boeing 747 -100",2
"3927","Boeing 747 -100B",2
"3928","Boeing 747 -100B SUD",1
"3929","Boeing 747 -200",3
"3930","Boeing 747 -200B",2
"3931","Boeing 747 -200C",1
"3932","Boeing 747 -200F",2
"3933","Boeing 747 -300",11
"3934","Boeing 747 -400",9
"3935","Boeing 747 -400 Series",1
"3936","Boeing 747 -400D",2
"3937","Boeing 747 -400F",1
"3938","Boeing 747 -400F Series",1
"3939","Boeing 747 -SP",1
"3940","Boeing 747 -SR",1
"3941","Boeing 747 (All",1
"3942","Boeing 747 (All Models",1
"3943","Boeing 747 (TC A20WE",1
"3944","Boeing 747 (with JT-9D engines - 60AGD09/17",1
"3945","Boeing 747 400F SERIES",1
"3946","Boeing 747 747-100 SERIES",1
"3947","Boeing 747 747-100B SERIES",2
"3948","Boeing 747 747-100B SUD SERIES",2
"3949","Boeing 747 747-200B SERIES",2
"3950","Boeing 747 747-200C SERIES",2
"3951","Boeing 747 747-200F SERIES",2
"3952","Boeing 747 747-300 SERIES",2
"3953","Boeing 747 747-400 SERIES",2
"3954","Boeing 747 747-400D SERIES",2
"3955","Boeing 747 747-400F SERIES",2
"3956","Boeing 747 747SP SERIES",1
"3957","Boeing 747 747SR SERIES",2
"3958","Boeing 747 757 767 series",1
"3959","Boeing 747 All Series",1
"3960","Boeing 747 series",4
"3961","Boeing 747 Series",10
"3962","Boeing 747 Series 100",2
"3963","Boeing 747 Series 100 100B",1
"3964","BOEING 747 Series 767 Series",1
"3965","Boeing 747 SP",2
"3966","Boeing 747 SP (TC A20WE",1
"3967","Boeing 747 SP Series",2
"3968","Boeing 747 SR Series",1
"3969","Boeing 7470400D Series",1
"3970","Boeing 747400F",1
"3971","Boeing 747400F Series",1
"3972","Boeing 747B",1
"3973","Boeing 747SB",1
"3974","Boeing 747SP",138
"3975","BOEING 747SP",1
"3976","Boeing 747SP-100",2
"3977","Boeing 747SP-100B",10
"3978","Boeing 747SP-100B SUD",10
"3979","Boeing 747SP-200",36
"3980","Boeing 747SP-200B",10
"3981","Boeing 747SP-200C",10
"3982","Boeing 747SP-200CB",1
"3983","Boeing 747SP-200F",9
"3984","Boeing 747SP-200F -300",1
"3985","Boeing 747SP-200PF",1
"3986","Boeing 747SP-300",58
"3987","Boeing 747SP-300 series",1
"3988","Boeing 747SP-300 Series",1
"3989","Boeing 747SP-400",37
"3990","Boeing 747SP-400 -400D",1
"3991","Boeing 747SP-400 737-100",1
"3992","Boeing 747SP-400 757-200",2
"3993","Boeing 747SP-400 767-200",4
"3994","Boeing 747SP-400 777-200",1
"3995","Boeing 747SP-400C",3
"3996","Boeing 747SP-400D",5
"3997","Boeing 747SP-400F",7
"3998","Boeing 747SP-400F series",1
"3999","Boeing 747SP-400F Series",1
"4000","Boeing 747SP-500",1
"4001","Boeing 747SP 757-200",1
"4002","Boeing 747SP series",5
"4003","Boeing 747SP Series",64
"4004","Boeing 747SP SERIES",83
"4005","BOEING 747SP Series",2
"4006","BOEING 747SP SERIES",17
"4007","Boeing 747SP SERIES-100B SERIES",1
"4008","Boeing 747SP SERIES-100B SUD SERIES",1
"4009","Boeing 747SP SERIES-200B SERIES",1
"4010","Boeing 747SP SERIES-200C SERIES",1
"4011","Boeing 747SP SERIES-200F SERIES",1
"4012","Boeing 747SP SERIES-300 SERIES",1
"4013","Boeing 747SP SERIES-400 SERIES",1
"4014","Boeing 747SP SERIES-400D SERIES",1
"4015","Boeing 747SP SERIES-400F SERIES",1
"4016","Boeing 747SP Series 747SR Series",1
"4017","Boeing 747SP Series 747SR Series 747-100 Series 747-100B Series 747-100B SUD Series 747-200B Series 747-200C Series 747-200F Series 747-300 Series 747-400 Series 747-400D Series 747-400F Series",1
"4018","Boeing 747SP Series 747SR Series 747-100 Series 747-100B Series 747-100B SUD Series 747-200B Series 747-200C Series 747-200F Series 747-300 Series 747-400 Series 747-400D Series 747-400F Series 777-200 Series 777-300 Series",1
"4019","Boeing 747SR",42
"4020","BOEING 747SR",1
"4021","Boeing 747SR-100B",1
"4022","Boeing 747SR-100B SUD",1
"4023","Boeing 747SR-200B",1
"4024","Boeing 747SR-200C",2
"4025","Boeing 747SR-200F",2
"4026","Boeing 747SR-300",1
"4027","Boeing 747SR-300 series",2
"4028","Boeing 747SR-400",1
"4029","Boeing 747SR-400D",1
"4030","Boeing 747SR-400F series",1
"4031","Boeing 747SR series",4
"4032","Boeing 747SR Series",58
"4033","Boeing 747SR SERIES",80
"4034","BOEING 747SR Series",2
"4035","BOEING 747SR SERIES",26
"4036","Boeing 747SR SERIES 747-100 SERIES 747-100B SERIES",1
"4037","Boeing 747SR SERIES 757-200",2
"4038","Boeing 747SR SERIES 757-200 SERIES",1
"4039","Boeing 747SR SERIES 767-200",1
"4040","Boeing 747SR Series.",1
"4041","Boeing 747SR SERIES.",1
"4042","Boeing 75",2
"4043","Boeing 75 Series",1
"4044","Boeing 75*",1
"4045","Boeing 757",68
"4046","Boeing 757- 200CB Series",1
"4047","Boeing 757-000",1
"4048","Boeing 757-200",220
"4049","BOEING 757-200",10
"4050","Boeing 757-200-CB",1
"4051","Boeing 757-200-PF",1
"4052","Boeing 757-200 (Aircraft S/N’s 29025",1
"4053","BOEING 757-200 (T.C. A2NM",1
"4054","Boeing 757-200 767-200",5
"4055","Boeing 757-200 aircraft",2
"4056","Boeing 757-200 CB Series",1
"4057","Boeing 757-200 COMBI",3
"4058","Boeing 757-200 PF Series",1
"4059","Boeing 757-200 S/Ns 29025",1
"4060","Boeing 757-200 SEREIS",1
"4061","Boeing 757-200 series",3
"4062","Boeing 757-200 Series",121
"4063","Boeing 757-200 SERIES",68
"4064","BOEING 757-200 series",1
"4065","BOEING 757-200 Series",1
"4066","BOEING 757-200 SERIES",9
"4067","Boeing 757-200 Series 757-200 CB Series 757-200 PF Series 757-300 Series",1
"4068","Boeing 757-200 Series 757-200CB Series 757-200PF Series 757-300 Series",1
"4069","Boeing 757-200 Series 757-200PF 757-200COMBI",1
"4070","Boeing 757-200 Series 757-200PF Series 757-200CB Series 757-300 Series",1
"4071","Boeing 757-200 Series 757-200PF Series 757-200CB Series 757-300 Series 767-200 Series 767-300 Series 767-300F Series 767-400ER Series",1
"4072","Boeing 757-200 series 757-300 series",1
"4073","Boeing 757-200 Series 767-300 Series",1
"4074","Boeing 757-200 Series with ST02541CH Installed",1
"4075","Boeing 757-200 Series with STC ST01802CH installed.",1
"4076","Boeing 757-200 Series.",1
"4077","Boeing 757-200CB",29
"4078","BOEING 757-200CB",3
"4079","Boeing 757-200CB 757-300 SERIES",2
"4080","Boeing 757-200CB 777-200",1
"4081","Boeing 757-200CB series",2
"4082","Boeing 757-200CB Series",45
"4083","Boeing 757-200CB SERIES",50
"4084","BOEING 757-200CB series",1
"4085","BOEING 757-200CB SERIES",10
"4086","Boeing 757-200CB Series 757-200PF Series",1
"4087","Boeing 757-200CB SERIES.",1
"4088","Boeing 757-200CF Series",1
"4089","Boeing 757-200ER",1
"4090","Boeing 757-200ER Series",1
"4091","Boeing 757-200PF",39
"4092","BOEING 757-200PF",2
"4093","Boeing 757-200PF series",2
"4094","Boeing 757-200PF Series",43
"4095","Boeing 757-200PF SERIES",42
"4096","BOEING 757-200PF series",1
"4097","BOEING 757-200PF SERIES",3
"4098","Boeing 757-200PF SERIES 777-200",1
"4099","Boeing 757-200PF Series.",1
"4100","Boeing 757-200PF SERIES.",2
"4101","Boeing 757-200PFSERIES",2
"4102","Boeing 757-20CB Series",1
"4103","Boeing 757-223",1
"4104","Boeing 757-224",1
"4105","Boeing 757-225",1
"4106","Boeing 757-23A",1
"4107","Boeing 757-2B7",1
"4108","Boeing 757-2G4 ",1
"4109","Boeing 757-2G4 (serial #'s 29025-29028",1
"4110","Boeing 757-2G4 S/N 29025",1
"4111","Boeing 757-300",35
"4112","BOEING 757-300",4
"4113","Boeing 757-300 757-200",1
"4114","Boeing 757-300 767-200",1
"4115","Boeing 757-300 777-200",1
"4116","Boeing 757-300 series",6
"4117","Boeing 757-300 Series",74
"4118","Boeing 757-300 SERIES",50
"4119","BOEING 757-300 series",1
"4120","BOEING 757-300 Series",1
"4121","BOEING 757-300 SERIES",7
"4122","Boeing 757-300 SERIES 767-200",1
"4123","Boeing 757-300 series 767-200 series",2
"4124","Boeing 757-300 SERIES 767-200 SERIES",1
"4125","Boeing 757-300 Series.",3
"4126","Boeing 757-300 SERIES.",3
"4127","Boeing 757-300. 767-200",1
"4128","Boeing 757-300C Series",1
"4129","Boeing 757-300ER",1
"4130","Boeing 757-300F",4
"4131","Boeing 757-300F SERIES",2
"4132","Boeing 757-300SERIES",2
"4133","Boeing 757-400",6
"4134","Boeing 757-400 Series",1
"4135","Boeing 757-400ER",1
"4136","Boeing 757-400ER Series",1
"4137","Boeing 757-400ER.",1
"4138","Boeing 757-500",5
"4139","Boeing 757-700",1
"4140","Boeing 757-800",1
"4141","Boeing 757-Series",1
"4142","Boeing 757 - 200",6
"4143","Boeing 757 - 200 CB",1
"4144","Boeing 757 - 300",1
"4145","Boeing 757 -200CB",1
"4146","Boeing 757 -200PF",1
"4147","Boeing 757 -300",1
"4148","Boeing 757 -300 Series",1
"4149","Boeing 757 200 Series Equipped w",1
"4150","Boeing 757 767 series",1
"4151","Boeing 757 ALL",1
"4152","Boeing 757 All Series",1
"4153","BOEING 757 Model -200",1
"4154","Boeing 757 series",1
"4155","Boeing 757 Series",8
"4156","BOEING 757 Series",1
"4157","BOEING 757 Series 757 Model -200",1
"4158","BOEING 757 Series 757 Model -200CB",1
"4159","BOEING 757 Series 757 Model -300",1
"4160","Boeing 757 when AlliedSignal Dual-2",1
"4161","Boeing 757 when AlliedSignal Dual-3",1
"4162","Boeing 757 when AlliedSignal Dual-4",1
"4163","Boeing 757 when AlliedSignal Dual-5",1
"4164","Boeing 757 when AlliedSignal Dual-6 are installed.",1
"4165","Boeing 757 when AlliedSignal Dual-Purpose Valve P/N 3214488-1",1
"4166","Boeing 757/767 Series",7
"4167","Boeing 757PF SERIES",1
"4168","Boeing 767",41
"4169","Boeing 767- 300 Series",1
"4170","Boeing 767-100",6
"4171","Boeing 767-100B",9
"4172","Boeing 767-100B SUD",4
"4173","Boeing 767-200",240
"4174","BOEING 767-200",8
"4175","Boeing 767-200 series",4
"4176","Boeing 767-200 Series",88
"4177","Boeing 767-200 SERIES",64
"4178","BOEING 767-200 series",1
"4179","BOEING 767-200 Series",2
"4180","BOEING 767-200 SERIES",4
"4181","Boeing 767-200 Series 767-300 Series",1
"4182","Boeing 767-200 Series Equipped w/ P",1
"4183","Boeing 767-200 Series with STC SA5635NM-D installed",1
"4184","Boeing 767-200 Series.",1
"4185","Boeing 767-200/-300 Series",1
"4186","Boeing 767-200B",7
"4187","Boeing 767-200C",9
"4188","Boeing 767-200CB",2
"4189","Boeing 767-200ER",1
"4190","BOEING 767-200ER",2
"4191","Boeing 767-200ER Series",1
"4192","Boeing 767-200F",9
"4193","Boeing 767-200PF",2
"4194","Boeing 767-283",1
"4195","Boeing 767-300",109
"4196","BOEING 767-300",7
"4197","Boeing 767-300-Series",1
"4198","Boeing 767-300 (Series",1
"4199","Boeing 767-300 (T.C. A1NM",1
"4200","Boeing 767-300 (TC A1NM",1
"4201","Boeing 767-300 747SP",1
"4202","Boeing 767-300 777-200",1
"4203","Boeing 767-300 All Series",2
"4204","Boeing 767-300 series",9
"4205","Boeing 767-300 Series",100
"4206","Boeing 767-300 SERIES",72
"4207","BOEING 767-300 series",1
"4208","BOEING 767-300 Series",1
"4209","BOEING 767-300 SERIES",4
"4210","Boeing 767-300 Series 767-400ER Series",2
"4211","Boeing 767-300 Series 777-200 Series",1
"4212","Boeing 767-300 Series.",1
"4213","Boeing 767-300 SERIES.",1
"4214","Boeing 767-300ER",4
"4215","BOEING 767-300ER",2
"4216","Boeing 767-300ER series",1
"4217","Boeing 767-300ER Series",2
"4218","Boeing 767-300F",19
"4219","BOEING 767-300F",1
"4220","Boeing 767-300F 747SP",2
"4221","Boeing 767-300F 757-200",1
"4222","Boeing 767-300F 777-200",1
"4223","Boeing 767-300F series",5
"4224","Boeing 767-300F Series",34
"4225","Boeing 767-300F SERIES",46
"4226","BOEING 767-300F series",1
"4227","BOEING 767-300F Series",2
"4228","Boeing 767-300F Series 747-400 Series 747-400F Series",1
"4229","Boeing 767-300F SERIES 767-400ER SERIES",1
"4230","Boeing 767-300F SERIES 777-200",1
"4231","Boeing 767-300F Series.",1
"4232","Boeing 767-300F SERIES.",4
"4233","Boeing 767-300F.",1
"4234","Boeing 767-300FSERIES",2
"4235","Boeing 767-300SERIES",6
"4236","Boeing 767-300SERIES.",1
"4237","Boeing 767-323 Series",1
"4238","Boeing 767-383 Series",1
"4239","Boeing 767-400",15
"4240","Boeing 767-400 series",1
"4241","Boeing 767-400 Series",7
"4242","Boeing 767-400D",4
"4243","Boeing 767-400ER",9
"4244","BOEING 767-400ER",2
"4245","Boeing 767-400ER series",9
"4246","Boeing 767-400ER Series",38
"4247","Boeing 767-400ER SERIES",32
"4248","BOEING 767-400ER series",1
"4249","BOEING 767-400ER SERIES",1
"4250","Boeing 767-400ER Series 777-200 SERIES",1
"4251","Boeing 767-400ER SERIES 777-200 SERIES",1
"4252","Boeing 767-400ER Series Aircraft",1
"4253","Boeing 767-400ER SERIES.",1
"4254","Boeing 767-400ER.",1
"4255","Boeing 767-400ERSERIES",2
"4256","Boeing 767-400F",3
"4257","Boeing 767-400F Series",1
"4258","Boeing 767-700C Series",1
"4259","Boeing 767 - 200",4
"4260","Boeing 767 - 200 Series",1
"4261","Boeing 767 - 300",3
"4262","Boeing 767 - 400 ER",1
"4263","Boeing 767 -200",1
"4264","Boeing 767 -200 Series",1
"4265","Boeing 767 -300",4
"4266","Boeing 767 -300 series",1
"4267","Boeing 767 -300 Series",1
"4268","Boeing 767 -300F",1
"4269","Boeing 767 -400ER",1
"4270","Boeing 767 -400ER Series",1
"4271","Boeing 767 767-200 SERIES",1
"4272","Boeing 767 767-300 SERIES",1
"4273","Boeing 767 767-300F SERIES",1
"4274","Boeing 767 767-400ER SERIES",1
"4275","Boeing 767 All Series",2
"4276","Boeing 767 series",10
"4277","Boeing 767 Series",22
"4278","Boeing 767 Series with STC ST08993C installed",1
"4279","Boeing 767 series.",1
"4280","Boeing 767 Seris",1
"4281","Boeing 777",6
"4282","Boeing 777- 200LR SERIES",1
"4283","Boeing 777- 300ER SERIES",1
"4284","Boeing 777-200",137
"4285","Boeing 777-200 ",3
"4286","Boeing 777-200 747SP",1
"4287","Boeing 777-200 aircraft",7
"4288","Boeing 777-200 LR Series",1
"4289","Boeing 777-200 series",2
"4290","Boeing 777-200 Series",75
"4291","Boeing 777-200 SERIES",38
"4292","BOEING 777-200 Series",1
"4293","BOEING 777-200 SERIES",2
"4294","Boeing 777-200 Series 777-200LR Series",2
"4295","BOEING 777-200 SERIES 777-200LR SERIES",1
"4296","Boeing 777-200 series 777-200LR series 777-300ER series",1
"4297","Boeing 777-200 Series 777-200LR Series 777-300ER Series 777F Series",1
"4298","Boeing 777-200 Series 777-300 Series",1
"4299","Boeing 777-200 Series 777-300 Series 777-300ER Series",1
"4300","Boeing 777-200 Series T00001SE",1
"4301","Boeing 777-200 Series with STC ST01493SE installed",1
"4302","Boeing 777-200ER Series",1
"4303","Boeing 777-200LR",8
"4304","Boeing 777-200LR series",1
"4305","Boeing 777-200LR Series",31
"4306","Boeing 777-200LR SERIES",28
"4307","BOEING 777-200LR SERIES",1
"4308","Boeing 777-200LR Series 777-300 Series",1
"4309","Boeing 777-200LR SERIES 777-300ER Series",1
"4310","Boeing 777-200LR SERIES. 777-300ER SERIES",1
"4311","Boeing 777-212",1
"4312","Boeing 777-21B",1
"4313","Boeing 777-21H",1
"4314","Boeing 777-222",1
"4315","Boeing 777-222 Series",1
"4316","Boeing 777-224 Aircrafts S/N 35547",1
"4317","Boeing 777-228",1
"4318","Boeing 777-236",1
"4319","Boeing 777-246",1
"4320","Boeing 777-266",1
"4321","Boeing 777-267",1
"4322","Boeing 777-268",1
"4323","Boeing 777-269",1
"4324","Boeing 777-281",1
"4325","Boeing 777-289",1
"4326","Boeing 777-2B5",1
"4327","Boeing 777-2D7",1
"4328","Boeing 777-2H6",1
"4329","Boeing 777-2Q8",1
"4330","Boeing 777-2Z9",1
"4331","Boeing 777-300",11
"4332","BOEING 777-300",1
"4333","Boeing 777-300 ER Series",2
"4334","Boeing 777-300 series",3
"4335","Boeing 777-300 Series",58
"4336","Boeing 777-300 SERIES",39
"4337","BOEING 777-300 Series",1
"4338","BOEING 777-300 SERIES",4
"4339","Boeing 777-300 Series 777-300ER Series",2
"4340","Boeing 777-300 Series 777-300ER Series 777F Series",1
"4341","Boeing 777-300 SERIES T00001SE",1
"4342","Boeing 777-300 Series when Hamilton Standard Engine Anti-Ice Valve",1
"4343","Boeing 777-300ER",7
"4344","Boeing 777-300ER series",2
"4345","Boeing 777-300ER Series",46
"4346","Boeing 777-300ER SERIES",29
"4347","BOEING 777-300ER SERIES",4
"4348","BOEING 777-300ER Series 777-200LR Series 777F Series.",1
"4349","Boeing 777-300ER Series 777F Series",1
"4350","Boeing 777-300ERSERIES",1
"4351","Boeing 777-300SERIES",2
"4352","Boeing 777-777F Series",1
"4353","Boeing 777-F SERIES",1
"4354","Boeing 777-series",1
"4355","Boeing 777 - 200",1
"4356","BOEING 777 -200 Series",1
"4357","Boeing 777 -300ER Series",1
"4358","Boeing 777 200",1
"4359","Boeing 777 all series",1
"4360","Boeing 777 All Series",1
"4361","Boeing 777 series",6
"4362","Boeing 777 Series",14
"4363","Boeing 777F",1
"4364","Boeing 777F series",1
"4365","Boeing 777F Series",17
"4366","Boeing 777F SERIES",15
"4367","BOEING 777F SERIES",1
"4368","Boeing 787-8",4
"4369","Boeing 787-8 ",1
"4370","Boeing 787-8 Series",2
"4371","Boeing 787-800 series",1
"4372","Boeing 787-9",2
"4373","Boeing 787-9 Series",1
"4374","Boeing 787-9 SERIES",1
"4375","Boeing 787 series",2
